id,type,no,en,jp,cat,rank
単語-925-worse,単語,925,worse,より悪い,形容詞副詞,C
単語-926-total,単語,926,total,合計の,形容詞副詞,C
単語-927-probably,単語,927,probably,たぶん、おそらく,形容詞副詞,C
単語-928-quickly,単語,928,quickly,すばやく,形容詞副詞,C
単語-929-badly,単語,929,badly,ひどく、まずく,形容詞副詞,C
単語-930-sincerely,単語,930,sincerely,心から,形容詞副詞,C
単語-931-somewhere,単語,931,somewhere,どこかに,形容詞副詞,C
単語-932-suddenly,単語,932,suddenly,突然,形容詞副詞,C
単語-933-actually,単語,933,actually,実際には,形容詞副詞,C
単語-934-ahead,単語,934,ahead,前方に,形容詞副詞,C
単語-935-anymore,単語,935,anymore,（否定文で）もう、いまは,形容詞副詞,C
単語-936-clearly,単語,936,clearly,はっきりと,形容詞副詞,C
単語-937-luckily,単語,937,luckily,幸運にも,形容詞副詞,C
単語-938-neither,単語,938,neither,～もまた…しない、（neither A nor Bで）AもBも～ない,形容詞副詞,C
単語-939-quite,単語,939,quite,非常に、かなり、まったく,形容詞副詞,C
単語-940-slowly,単語,940,slowly,ゆっくりと,形容詞副詞,C
単語-941-anyway,単語,941,anyway,とにかく、いずれにしても,形容詞副詞,C
単語-942-downtown,単語,942,downtown,繁華街へ,形容詞副詞,C
単語-943-hardly,単語,943,hardly,ほとんど～ない,形容詞副詞,C
単語-944-recently,単語,944,recently,最近、近ごろ,形容詞副詞,C
単語-945-sometime,単語,945,sometime,（未来・過去の）いつか,形容詞副詞,C
単語-946-although,単語,946,although,～だけれども,形容詞副詞,C
単語-947-shall,単語,947,shall,（Shall I ～? / Shall we ～?で）～しましょうか。,形容詞副詞,C
単語-948-everybody,単語,948,everybody,だれでも、みんな,形容詞副詞,C
単語-949-nothing,単語,949,nothing,何も～ない,形容詞副詞,C
単語-950-congratulations,単語,950,congratulations,おめでとう,形容詞副詞,C
熟語-950-have to ～,熟語,950,have to ～,～しなければならない,熟語,A
熟語-951-thank you (for ～),熟語,951,thank you (for ～),（～を）ありがとう,熟語,A
熟語-952-need to ～,熟語,952,need to ～,～する必要がある,熟語,A
熟語-953-from A to B,熟語,953,from A to B,AからBまで,熟語,A
熟語-954-a lot of ～,熟語,954,a lot of ～,たくさんの～,熟語,A
熟語-955-like studying,熟語,955,like studying,勉強することが好きだ,熟語,A
熟語-956-talk about ～,熟語,956,talk about ～,～について話す,熟語,A
熟語-957-at school,熟語,957,at school,学校で,熟語,A
熟語-958-take me to ～,熟語,958,take me to ～,私を～に連れていく,熟語,A
熟語-959-talk to ～,熟語,959,talk to ～,～と話をする、～に話しかける,熟語,A
熟語-960-look for ～,熟語,960,look for ～,～を探す,熟語,A
熟語-961-ask him to ～,熟語,961,ask him to ～,彼に～するように頼む,熟語,A
熟語-962-on the second floor,熟語,962,on the second floor,2階に,熟語,A
熟語-963-a kind of ～,熟語,963,a kind of ～,一種の～,熟語,A
熟語-964-get to ～,熟語,964,get to ～,～に着く,熟語,A
熟語-965-go home,熟語,965,go home,帰宅する,熟語,A
熟語-966-go shopping,熟語,966,go shopping,買い物に行く,熟語,A
熟語-967-like to ～,熟語,967,like to ～,～することが好きだ,熟語,A
熟語-968-would like to ～,熟語,968,would like to ～,～したい,熟語,A
熟語-969-look at ～,熟語,969,look at ～,～を見る,熟語,A
熟語-970-look forward to ～,熟語,970,look forward to ～,～を楽しみに待つ,熟語,A
熟語-971-move to ～,熟語,971,move to ～,～に引っ越す,熟語,A
熟語-972-on weekends,熟語,972,on weekends,週末に,熟語,A
熟語-973-once a week,熟語,973,once a week,週に1回,熟語,A
熟語-974-take a bus,熟語,974,take a bus,バスに乗る,熟語,A
熟語-975-want you to ～,熟語,975,want you to ～,あなたに～してもらいたい,熟語,A
熟語-976-around the world,熟語,976,around the world,世界中で［の］,熟語,A
熟語-977-pick up ～,熟語,977,pick up ～,～を拾い上げる、～を車で迎えにいく,熟語,A
熟語-978-decide to ～,熟語,978,decide to ～,～しようと決心する,熟語,A
熟語-979-not any ～,熟語,979,not any ～,少しも～ない,熟語,A
熟語-980-plan to ～,熟語,980,plan to ～,～するつもりである,熟語,A
熟語-981-start learning,熟語,981,start learning,学び始める,熟語,A
熟語-982-have been to ～,熟語,982,have been to ～,～へ行ったことがある,熟語,A
熟語-983-be good at ～,熟語,983,be good at ～,～が得意だ、～が上手だ,熟語,A
熟語-984-be late for ～,熟語,984,be late for ～,～に遅れる,熟語,A
熟語-985-because of ～,熟語,985,because of ～,～のために,熟語,A
熟語-986-one of ～,熟語,986,one of ～,～のうちの1つ［1人］,熟語,A
熟語-987-try to ～,熟語,987,try to ～,～しようとする,熟語,A
熟語-988-enjoy painting,熟語,988,enjoy painting,絵を描くことを楽しむ,熟語,A
熟語-989-go back,熟語,989,go back,戻る、帰っていく,熟語,A
熟語-990-of course,熟語,990,of course,もちろん,熟語,A
熟語-991-tell me to ～,熟語,991,tell me to ～,私に～するように言う,熟語,A
熟語-992-be able to ～,熟語,992,be able to ～,～することができる,熟語,A
熟語-993-be born,熟語,993,be born,生まれる,熟語,A
熟語-994-by myself,熟語,994,by myself,1人で、独力で,熟語,A
熟語-995-get home,熟語,995,get home,帰宅する、家に着く,熟語,A
熟語-996-go and ～,熟語,996,go and ～,～しに行く,熟語,A
熟語-997-once a year,熟語,997,once a year,年に1回,熟語,A
熟語-998-come back,熟語,998,come back,帰ってくる、戻る,熟語,A
熟語-999-feel well,熟語,999,feel well,体調がよい、気分がよい,熟語,A
熟語-1000-have a ～ lesson,熟語,1000,have a ～ lesson,～のレッスンがある,熟語,A
熟語-1001-have a ～ time,熟語,1001,have a ～ time,～な時を過ごす,熟語,A
熟語-1002-wait for ～,熟語,1002,wait for ～,～を待つ,熟語,A
熟語-1003-work at ～,熟語,1003,work at ～,～に勤めている、～で働く,熟語,A
熟語-1004-be from ～,熟語,1004,be from ～,～の出身である,熟語,A
熟語-1005-bring A to B,熟語,1005,bring A to B,AをBに持ってくる,熟語,A
熟語-1006-come and ～,熟語,1006,come and ～,～しに来る,熟語,A
熟語-1007-listen to ～,熟語,1007,listen to ～,～を聞く、～の言うことを聞く,熟語,A
熟語-1008-lots of ～,熟語,1008,lots of ～,たくさんの～,熟語,A
熟語-1009-over there,熟語,1009,over there,向こうに、あそこで,熟語,A
熟語-1010-stay home,熟語,1010,stay home,家にいる,熟語,A
熟語-1011-take care of ～,熟語,1011,take care of ～,～の世話をする,熟語,A
熟語-1012-wake up,熟語,1012,wake up,目を覚ます,熟語,A
熟語-1013-do well,熟語,1013,do well,うまくやる、いい成績をとる,熟語,A
熟語-1014-go to bed,熟語,1014,go to bed,寝る、ベッドに入る,熟語,A
熟語-1015-more than ～,熟語,1015,more than ～,～以上、～よりもっと,熟語,A
熟語-1016-～ year(s) old,熟語,1016,～ year(s) old,～歳,熟語,A
熟語-1017-a few ～,熟語,1017,a few ～,少しの～、2、3の～,熟語,A
熟語-1018-a piece of ～,熟語,1018,a piece of ～,1枚の～、1切れの～,熟語,A
熟語-1019-be back,熟語,1019,be back,帰る、戻る,熟語,A
熟語-1020-be home,熟語,1020,be home,家にいる、在宅している,熟語,A
熟語-1021-come home,熟語,1021,come home,帰宅する,熟語,A
熟語-1022-do her homework,熟語,1022,do her homework,宿題をする,熟語,A
熟語-1023-go hiking,熟語,1023,go hiking,ハイキングに行く,熟語,A
熟語-1024-go out,熟語,1024,go out,外出する,熟語,A
熟語-1025-in front of ～,熟語,1025,in front of ～,～の前に[で],熟語,A
熟語-1026-be my first time,熟語,1026,be my first time,初めてである,熟語,A
熟語-1027-be sold out,熟語,1027,be sold out,売り切れである,熟語,A
熟語-1028-between A and B,熟語,1028,between A and B,AとBの間に,熟語,A
熟語-1029-for the first time,熟語,1029,for the first time,初めて,熟語,A
熟語-1030-go jogging,熟語,1030,go jogging,ジョギングに行く,熟語,A
熟語-1031-go swimming,熟語,1031,go swimming,泳ぎに行く,熟語,A
熟語-1032-have time to ～,熟語,1032,have time to ～,～する時間がある,熟語,A
熟語-1033-in the future,熟語,1033,in the future,将来（は）,熟語,A
熟語-1034-love watching,熟語,1034,love watching,見ることが大好きだ,熟語,A
熟語-1035-on sale,熟語,1035,on sale,特売で、セールで,熟語,A
熟語-1036-start to ～,熟語,1036,start to ～,～し始める,熟語,A
熟語-1037-take a lesson,熟語,1037,take a lesson,レッスンを受ける,熟語,A
熟語-1038-take a photo,熟語,1038,take a photo,写真を撮る,熟語,A
熟語-1039-take a trip,熟語,1039,take a trip,旅行をする,熟語,A
熟語-1040-take part in ～,熟語,1040,take part in ～,～に参加する,熟語,A
熟語-1041-travel around ～,熟語,1041,travel around ～,～を旅行して回る,熟語,A
熟語-1042-travel to ～,熟語,1042,travel to ～,～へ旅行する,熟語,A
熟語-1043-write back,熟語,1043,write back,返事を書く,熟語,A
熟語-1044-at that time,熟語,1044,at that time,そのとき,熟語,A
熟語-1045-be ready to ～,熟語,1045,be ready to ～,～する用意ができている,熟語,A
熟語-1046-go to lunch,熟語,1046,go to lunch,昼食に行く,熟語,A
熟語-1047-go to the doctor,熟語,1047,go to the doctor,医者に行く,熟語,A
熟語-1048-grow up,熟語,1048,grow up,育つ,熟語,A
熟語-1049-have a test,熟語,1049,have a test,試験がある,熟語,A
熟語-1050-help me with ～,熟語,1050,help me with ～,私の～を手伝う,熟語,A
熟語-1051-invite him to ～,熟語,1051,invite him to ～,彼を～に招く,熟語,A
熟語-1052-love to ～,熟語,1052,love to ～,～することが大好きだ,熟語,A
熟語-1053-next time,熟語,1053,next time,この次は,熟語,A
熟語-1054-next to ～,熟語,1054,next to ～,～のとなりに,熟語,A
熟語-1055-not ～ at all,熟語,1055,not ～ at all,少しも～ない,熟語,A
熟語-1056-on my[the] way home,熟語,1056,on my[the] way home,家に帰る途中で,熟語,A
熟語-1057-on time,熟語,1057,on time,時間通りに,熟語,A
熟語-1058-such as ～,熟語,1058,such as ～,（例えば）～のような,熟語,A
熟語-1059-think about ～,熟語,1059,think about ～,～について考える,熟語,A
熟語-1060-at first,熟語,1060,at first,最初は[に],熟語,A
熟語-1061-begin to ～,熟語,1061,begin to ～,～し始める,熟語,A
熟語-1062-call back,熟語,1062,call back,電話をかけなおす,熟語,A
熟語-1063-far from ～,熟語,1063,far from ～,～から遠い、～から遠くに,熟語,A
熟語-1064-go fishing,熟語,1064,go fishing,釣りに行く,熟語,A
熟語-1065-in the world,熟語,1065,in the world,世界で,熟語,A
熟語-1066-look in ～,熟語,1066,look in ～,～をのぞく,熟語,A
熟語-1067-look like ～,熟語,1067,look like ～,～のように見える、～に似ている,熟語,A
熟語-1068-most of ～,熟語,1068,most of ～,～のほとんど、～の大部分,熟語,A
熟語-1069-not have to ～,熟語,1069,not have to ～,～する必要はない,熟語,A
熟語-1070-on vacation,熟語,1070,on vacation,休暇で[に],熟語,A
熟語-1071-pay for ～,熟語,1071,pay for ～,～の代金を払う,熟語,A
熟語-1072-run away,熟語,1072,run away,走り去る、逃げる,熟語,A
熟語-1073-see a doctor,熟語,1073,see a doctor,医者にみてもらう,熟語,A
熟語-1074-stay at ～,熟語,1074,stay at ～,～に滞在する,熟語,A
熟語-1075-stop working,熟語,1075,stop working,働くことをやめる,熟語,A
熟語-1076-take a picture,熟語,1076,take a picture,写真を撮る,熟語,A
熟語-1077-teach me how to ～,熟語,1077,teach me how to ～,私に～のしかたを教える,熟語,A
熟語-1078-think of ～,熟語,1078,think of ～,～を思いつく,熟語,A
熟語-1079-too tired to ～,熟語,1079,too tired to ～,疲れすぎて～できない,熟語,A
熟語-1080-a lot,熟語,1080,a lot,たくさん、とても,熟語,A
熟語-1081-anything else,熟語,1081,anything else,何かほかのもの,熟語,A
熟語-1082-be ready for ～,熟語,1082,be ready for ～,～の用意ができている,熟語,A
熟語-1083-be different from ～,熟語,1083,be different from ～,～と異なる、～と違っている,熟語,A
熟語-1084-drive me to ～,熟語,1084,drive me to ～,私を車で～へ送る,熟語,A
熟語-1085-far away,熟語,1085,far away,遠くに[へ],熟語,A
熟語-1086-finish reading,熟語,1086,finish reading,読むことを終える,熟語,A
熟語-1087-for more information,熟語,1087,for more information,詳しいことは,熟語,A
熟語-1088-forget to ～,熟語,1088,forget to ～,～するのを忘れる,熟語,A
熟語-1089-get off,熟語,1089,get off,降りる,熟語,A
熟語-1090-give up,熟語,1090,give up,あきらめる、やめる,熟語,A
熟語-1091-go to the dentist,熟語,1091,go to the dentist,歯医者に行く,熟語,A
熟語-1092-go to work,熟語,1092,go to work,仕事に行く,熟語,A
熟語-1093-hope to ～,熟語,1093,hope to ～,～することを望む,熟語,A
熟語-1094-hurry up,熟語,1094,hurry up,急ぐ,熟語,A
熟語-1095-introduce A to B,熟語,1095,introduce A to B,AをBに紹介する,熟語,A
熟語-1096-near here,熟語,1096,near here,この近くに,熟語,A
熟語-1097-once a month,熟語,1097,once a month,月に1回,熟語,A
熟語-1098-put on ～,熟語,1098,put on ～,～を身につける,熟語,A
熟語-1099-show me how to ～,熟語,1099,show me how to ～,私に～のしかたを教える,熟語,A
熟語-1100-speak to ～,熟語,1100,speak to ～,～に話しかける、～と話す,熟語,A
熟語-1101-take a test,熟語,1101,take a test,試験を受ける,熟語,A
熟語-1102-thousands of ～,熟語,1102,thousands of ～,何千もの～,熟語,A
熟語-1103-worry about ～,熟語,1103,worry about ～,～について心配する,熟語,A
熟語-1104-would like ～,熟語,1104,would like ～,～がほしい,熟語,A
熟語-1105-write to ～,熟語,1105,write to ～,～に手紙を書く,熟語,A
熟語-1106-a glass of ～,熟語,1106,a glass of ～,コップ1杯の～,熟語,A
熟語-1107-a slice of ～,熟語,1107,a slice of ～,1枚の～,熟語,A
熟語-1108-a ticket to ～,熟語,1108,a ticket to ～,～への切符,熟語,A
熟語-1109-all over the world,熟語,1109,all over the world,世界中で,熟語,A
熟語-1110-ask A for B,熟語,1110,ask A for B,AにBをくれるように頼む,熟語,A
熟語-1111-be covered with ～,熟語,1111,be covered with ～,～でおおわれている,熟語,A
熟語-1112-be full of ～,熟語,1112,be full of ～,～でいっぱいである,熟語,A
熟語-1113-be happy to ～,熟語,1113,be happy to ～,～してうれしい,熟語,A
熟語-1114-be interested in ～,熟語,1114,be interested in ～,～に興味がある,熟語,A
熟語-1115-be on a trip,熟語,1115,be on a trip,旅行中である,熟語,A
熟語-1116-be popular with ～,熟語,1116,be popular with ～,～の間で人気がある,熟語,A
熟語-1117-begin learning,熟語,1117,begin learning,学び始める,熟語,A
熟語-1118-by e-mail,熟語,1118,by e-mail,電子メールで,熟語,A
熟語-1119-clean up ～,熟語,1119,clean up ～,～をかたづける、～をきれいにそうじする,熟語,A
熟語-1120-each other,熟語,1120,each other,お互い（に）,熟語,A
熟語-1121-find out ～,熟語,1121,find out ～,～を見つけ出す、～だとわかる,熟語,A
熟語-1122-get married,熟語,1122,get married,結婚する,熟語,A
熟語-1123-get well,熟語,1123,get well,よくなる,熟語,A
熟語-1124-go on a trip,熟語,1124,go on a trip,旅行に出かける,熟語,A
熟語-1125-graduate from ～,熟語,1125,graduate from ～,～を卒業する,熟語,A
熟語-1126-have a headache,熟語,1126,have a headache,頭痛がする,熟語,A
熟語-1127-have a stomachache,熟語,1127,have a stomachache,腹が痛い,熟語,A
熟語-1128-hear from ～,熟語,1128,hear from ～,～から連絡がある,熟語,A
熟語-1129-on foot,熟語,1129,on foot,徒歩で,熟語,A
熟語-1130-one day,熟語,1130,one day,ある日、いつか,熟語,A
熟語-1131-say hello to ～,熟語,1131,say hello to ～,～によろしくと言う,熟語,A
熟語-1132-sound like ～,熟語,1132,sound like ～,～のように聞こえる,熟語,A
熟語-1133-spend A on B,熟語,1133,spend A on B,AをBに使う,熟語,A
熟語-1134-take a train,熟語,1134,take a train,電車に乗る,熟語,A
熟語-1135-take time to ～,熟語,1135,take time to ～,～する時間がかかる,熟語,A
熟語-1136-teach me to ～,熟語,1136,teach me to ～,私に～のしかたを教える,熟語,A
熟語-1137-tell me how to ～,熟語,1137,tell me how to ～,私に～のしかたを教える,熟語,A
熟語-1138-thanks to ～,熟語,1138,thanks to ～,～のおかげで,熟語,A
熟語-1139-turn down ～,熟語,1139,turn down ～,（音量・電気などを）弱くする,熟語,A
熟語-1140-taller than any other ～,熟語,1140,taller than any other ～,ほかのどの～よりも背が高い,熟語,A
熟語-1141-a pair of ～,熟語,1141,a pair of ～,1組の～,熟語,A
熟語-1142-a part of ～,熟語,1142,a part of ～,～の一部,熟語,A
